Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,comb
chori chori chori se,"amitabh bachchan, jaspinder narula, sonu nigam",bollywooddance,sooryavansham,8.7/10,"chori chori chori se amitabh bachchan, jaspinder narula, sonu nigam sooryavansham bollywooddance"
haseenon ki sawari hai,"mohammed rafi, suman kalyanpur",bollywooddance,love in shimla,9.1/10,"haseenon ki sawari hai mohammed rafi, suman kalyanpur love in shimla bollywooddance"
kaisi hai ye udaasi,kailash kher,bollywoodsad,karthik calling karthik,9.5/10,kaisi hai ye udaasi kailash kher karthik calling karthik bollywoodsad
haan bhai haan,"amit kumar, anuradha paudwal",bollywooddance,toofan,9.1/10,"haan bhai haan amit kumar, anuradha paudwal toofan bollywooddance"
nasha nasha,neha bhasin,bollywooddance,daddy cool,9.2/10,nasha nasha neha bhasin daddy cool bollywooddance
apni to har aah,mohammed rafi,bollywoodsad,kala bazar,9.5/10,apni to har aah mohammed rafi kala bazar bollywoodsad
ho maine pyar kiya,lata mangeshkar,bollywooddance,jis desh mein ganga behti hai,8.6/10,ho maine pyar kiya lata mangeshkar jis desh mein ganga behti hai bollywooddance
chal jhoothi,"shraddha pandit, udit narayan",bollywooddance,jis desh mein ganga rehta hai,7.4/10,"chal jhoothi shraddha pandit, udit narayan jis desh mein ganga rehta hai bollywooddance"
kaise kahoon main baat jiya ki,asha bhosle,bollywoodromantic,gehra daag,8.3/10,kaise kahoon main baat jiya ki asha bhosle gehra daag bollywoodromantic
meri jaaniye,"monali thakur, shaan",bollywoodromantic,i me aur main,9.2/10,"meri jaaniye monali thakur, shaan i me aur main bollywoodromantic"
na tum jano na hum,lucky ali,bollywoodromantic,kaho naa.... pyaar hai,9.1/10,na tum jano na hum lucky ali kaho naa.... pyaar hai bollywoodromantic
jaane bhi de (duet),"sonu nigam, sunidhi chauhan",bollywoodromantic,ishkq in paris,9.0/10,"jaane bhi de (duet) sonu nigam, sunidhi chauhan ishkq in paris bollywoodromantic"
ae dil pyar ki manzil,mukesh,bollywooddance,aas ka panchhi,8.4/10,ae dil pyar ki manzil mukesh aas ka panchhi bollywooddance
patli kamar hai,"lata mangeshkar, mukesh",bollywooddance,barsaat,9.1/10,"patli kamar hai lata mangeshkar, mukesh barsaat bollywooddance"
lungi dance (remix),yo yo honey singh,bollywooddance,chennai express,9.0/10,lungi dance (remix) yo yo honey singh chennai express bollywooddance
yeh zindagi ka mausam,"asha bhosle, mohammed rafi",bollywooddance,ghunghat,9.4/10,"yeh zindagi ka mausam asha bhosle, mohammed rafi ghunghat bollywooddance"
tumhen pa ke humne jahan pa liya,"asha bhosle, mohammed rafi",bollywoodromantic,gehra daag,8.6/10,"tumhen pa ke humne jahan pa liya asha bhosle, mohammed rafi gehra daag bollywoodromantic"
dhoop,shreya ghoshal,bollywoodromantic,goliyon ki rasleela ram-leela,9.6/10,dhoop shreya ghoshal goliyon ki rasleela ram-leela bollywoodromantic
ghoongte mein chanda,udit narayan,bollywooddance,koyla,9.3/10,ghoongte mein chanda udit narayan koyla bollywooddance
hum ko tumhare ishq ne,mohammed rafi,bollywoodromantic,ek musafir ek hasina,9.3/10,hum ko tumhare ishq ne mohammed rafi ek musafir ek hasina bollywoodromantic
accident ho gaya,"asha bhosle, prayag raj, shabbir kumar",bollywooddance,coolie,7.6/10,"accident ho gaya asha bhosle, prayag raj, shabbir kumar coolie bollywooddance"
ainvayi ainvayi (dilli club mix),"abhijit vaghani, master saleem, sunidhi chauhan",bollywooddance,band baaja baaraat,9.5/10,"ainvayi ainvayi (dilli club mix) abhijit vaghani, master saleem, sunidhi chauhan band baaja baaraat bollywooddance"
is pal ki soch,harshdeep kaur,bollywooddance,halla bol,8.8/10,is pal ki soch harshdeep kaur halla bol bollywooddance
sach hue sapne apne,asha bhosle,bollywooddance,kala bazar,9.3/10,sach hue sapne apne asha bhosle kala bazar bollywooddance
rang de,"shankar mahadevan, suraj jagan",bollywoodmotivational,my name is khan,9.8/10,"rang de shankar mahadevan, suraj jagan my name is khan bollywoodmotivational"
le jaa,pankaj awasthi,bollywoodsad,karam,9.4/10,le jaa pankaj awasthi karam bollywoodsad
wah wah ram ji,"lata mangeshkar, s.p. balasubrahmanyam",bollywooddance,hum aapke hain koun,8.3/10,"wah wah ram ji lata mangeshkar, s.p. balasubrahmanyam hum aapke hain koun bollywooddance"
hay re insaan ki majbooriya,mohammed rafi,bollywoodsad,ghunghat,9.6/10,hay re insaan ki majbooriya mohammed rafi ghunghat bollywoodsad
sanjh dhali,"asha bhosle, manna dey",bollywoodromantic,kala bazar,9.2/10,"sanjh dhali asha bhosle, manna dey kala bazar bollywoodromantic"
kabhi kisi ki khushian koi loote na,mukesh,bollywoodsad,zindagi aur khwab,8.9/10,kabhi kisi ki khushian koi loote na mukesh zindagi aur khwab bollywoodsad
danka bajega,aaman trikha,bollywooddance,khel to abb shuru hoga,5.8/10,danka bajega aaman trikha khel to abb shuru hoga bollywooddance
ibn-e-batuta,mika singh,bollywooddance,ishqiya,8.8/10,ibn-e-batuta mika singh ishqiya bollywooddance
dil to bachcha hai,rahat fateh ali khan,bollywoodromantic,ishqiya,8.9/10,dil to bachcha hai rahat fateh ali khan ishqiya bollywoodromantic
dekhen bhi to kya dekhen,"lata mangeshkar, udit narayan",bollywooddance,farz,8.4/10,"dekhen bhi to kya dekhen lata mangeshkar, udit narayan farz bollywooddance"
ae baby ae jee idhar aao,"asha bhosle, mohammed rafi",bollywooddance,love in shimla,9.4/10,"ae baby ae jee idhar aao asha bhosle, mohammed rafi love in shimla bollywooddance"
hamdam mere,"asha bhosle, mohammed rafi",bollywooddance,phir wohi dil laya hoon,9.4/10,"hamdam mere asha bhosle, mohammed rafi phir wohi dil laya hoon bollywooddance"
band baaja baaraat mashup,multiple,bollywooddance,band baaja baaraat,8.7/10,band baaja baaraat mashup multiple band baaja baaraat bollywooddance
teetar ke do aage teetar,"asha bhosle, mukesh, simi garewal",bollywooddance,mera naam joker,8.3/10,"teetar ke do aage teetar asha bhosle, mukesh, simi garewal mera naam joker bollywooddance"
shakira,"hard kaur, kalpana, master saleem",bollywooddance,no problem,9.1/10,"shakira hard kaur, kalpana, master saleem no problem bollywooddance"
shakira,"hard kaur, master saleem, pritam chakraborty",bollywooddance,no problem,9.1/10,"shakira hard kaur, master saleem, pritam chakraborty no problem bollywooddance"
jiya le gayo ji mora sanwariya,lata mangeshkar,bollywooddance,anpadh,9.0/10,jiya le gayo ji mora sanwariya lata mangeshkar anpadh bollywooddance
mori chham chham baje payaliya,lata mangeshkar,bollywooddance,ghunghat,7.6/10,mori chham chham baje payaliya lata mangeshkar ghunghat bollywooddance
g pe danda,"aaman trikha, pawni pandey, prashant vadhyar",bollywooddance,fugly,7.2/10,"g pe danda aaman trikha, pawni pandey, prashant vadhyar fugly bollywooddance"
lootnewale,"master saleem, sukhwinder singh, vishal bhardwaj",bollywooddance,matru ki bijlee ka mandola,9.3/10,"lootnewale master saleem, sukhwinder singh, vishal bhardwaj matru ki bijlee ka mandola bollywooddance"
anjaana anjaani ki kahani,"monali thakur, nikhil dsouza",bollywoodsad,anjaana anjaani,9.3/10,"anjaana anjaani ki kahani monali thakur, nikhil dsouza anjaana anjaani bollywoodsad"
teen patti,salim merchant,bollywooddance,teen patti,8.8/10,teen patti salim merchant teen patti bollywooddance
khuda hafiz anjaani anjaana,"karthik, lucky ali, sunitha sarathy",bollywooddance,yuva,9.3/10,"khuda hafiz anjaani anjaana karthik, lucky ali, sunitha sarathy yuva bollywooddance"
jaane,sunidhi chauhan,bollywoodsad,chameli,9.1/10,jaane sunidhi chauhan chameli bollywoodsad
awaara,master saleem,bollywooddance,7 khoon maaf,9.6/10,awaara master saleem 7 khoon maaf bollywooddance
mera mirza sher jawan,daler mehndi,bollywoodsad,mirzya - dare to love,9.0/10,mera mirza sher jawan daler mehndi mirzya - dare to love bollywoodsad
dhoondo dhoondo re sajna,lata mangeshkar,bollywoodromantic,gunga jumna,8.8/10,dhoondo dhoondo re sajna lata mangeshkar gunga jumna bollywoodromantic
kitna pyara ye chehra,"anuradha paudwal, inderjeet",bollywooddance,beta,8.2/10,"kitna pyara ye chehra anuradha paudwal, inderjeet beta bollywooddance"
dil ki kahani rang layee hai,asha bhosle,bollywooddance,chaudhvin ka chand,9.1/10,dil ki kahani rang layee hai asha bhosle chaudhvin ka chand bollywooddance
party on my mind (remix),"shefali alvares, yo yo honey singh",bollywooddance,race 2,9.2/10,"party on my mind (remix) shefali alvares, yo yo honey singh race 2 bollywooddance"
jane kahan gayi,mohammed rafi,bollywooddance,dil apna aur preet parai,9.1/10,jane kahan gayi mohammed rafi dil apna aur preet parai bollywooddance
mirza se darre khuda daler mehndi,daler mehndi,bollywoodmotivational,mirzya - dare to love,7.1/10,mirza se darre khuda daler mehndi daler mehndi mirzya - dare to love bollywoodmotivational
larki deewani dekho,"sunidhi chauhan, udit narayan",bollywood,shastra,9.2/10,"larki deewani dekho sunidhi chauhan, udit narayan shastra bollywood"
arre yaaro mere pyaaro,"udit narayan, vijayeta pandit",bollywood,jo jeeta wohi sikander,9.3/10,"arre yaaro mere pyaaro udit narayan, vijayeta pandit jo jeeta wohi sikander bollywood"
reham nazar karo,mohammed rafi,bollywooddevotional,shirdi saibaba,9.6/10,reham nazar karo mohammed rafi shirdi saibaba bollywooddevotional
ae bhai zara dekh ke chalo,manna dey,bollywooddance,mera naam joker,8.8/10,ae bhai zara dekh ke chalo manna dey mera naam joker bollywooddance
bedardi mere saiyan,asha bhosle,bollywooddance,chaudhvin ka chand,9.4/10,bedardi mere saiyan asha bhosle chaudhvin ka chand bollywooddance
gaal gulabi kis ke hain,mohammed rafi,bollywooddance,love in shimla,9.4/10,gaal gulabi kis ke hain mohammed rafi love in shimla bollywooddance
bechayan sapne,"abhijeet sawant, gulraj singh, mahalakshmi iyer, sameer khan, shankar mahadevan",bollywooddance,romance now,9.0/10,"bechayan sapne abhijeet sawant, gulraj singh, mahalakshmi iyer, sameer khan, shankar mahadevan romance now bollywooddance"
yeh lucknow ki sar zameen,mohammed rafi,bollywooddance,chaudhvin ka chand,9.1/10,yeh lucknow ki sar zameen mohammed rafi chaudhvin ka chand bollywooddance
ab mujhe koi,rekha bhardwaj,bollywoodsad,ishqiya,9.3/10,ab mujhe koi rekha bhardwaj ishqiya bollywoodsad
mera bandar chala sasural,"kamal barot, mohammed rafi",bollywooddance,zindagi aur khwab,7.3/10,"mera bandar chala sasural kamal barot, mohammed rafi zindagi aur khwab bollywooddance"
o lal dupatte wali,"alka yagnik, kavita krishnamurthy, kumar sanu, sudesh bhonsle",bollywoodromantic,aankhen,8.1/10,"o lal dupatte wali alka yagnik, kavita krishnamurthy, kumar sanu, sudesh bhonsle aankhen bollywoodromantic"
o lal dupatte wali,"alka yagnik, kavita krishnamurthy, kumar sanu, sudesh bhosle",bollywooddance,aankhen,8.1/10,"o lal dupatte wali alka yagnik, kavita krishnamurthy, kumar sanu, sudesh bhosle aankhen bollywooddance"
kehti hai jhuki jhuki nazar,suman kalyanpur,bollywooddance,zindagi aur khwab,8.7/10,kehti hai jhuki jhuki nazar suman kalyanpur zindagi aur khwab bollywooddance
dil to dete nahin,asha bhosle,bollywooddance,kaalia,8.6/10,dil to dete nahin asha bhosle kaalia bollywooddance
ek thi ladki meri saheli,asha bhosle,bollywooddance,gumrah,9.2/10,ek thi ladki meri saheli asha bhosle gumrah bollywooddance
khoye khoye din hain,"anuradha paudwal, sonu nigam",bollywooddance,hum tumhare hain sanam,8.9/10,"khoye khoye din hain anuradha paudwal, sonu nigam hum tumhare hain sanam bollywooddance"
baadalon mein chup raha chand,"alka yagnik, kumar sanu",bollywoodromantic,phir teri kahani yaad aayee,8.5/10,"baadalon mein chup raha chand alka yagnik, kumar sanu phir teri kahani yaad aayee bollywoodromantic"
paaji tussi such a pussy cat (remix),"amitabh bhattacharya, divya kumar, jigar saraiya",bollywooddance,happy ending,8.0/10,"paaji tussi such a pussy cat (remix) amitabh bhattacharya, divya kumar, jigar saraiya happy ending bollywooddance"
dil na kahin lagana,asha bhosle,bollywooddance,ghunghat,9.1/10,dil na kahin lagana asha bhosle ghunghat bollywooddance
tan rang lo ji aaj man ranglo,"lata mangeshkar, mohammed rafi",bollywooddance,kohinoor,9.1/10,"tan rang lo ji aaj man ranglo lata mangeshkar, mohammed rafi kohinoor bollywooddance"
gori ghunghat mein mukhda,asha bhosle,bollywooddance,ghunghat,9.0/10,gori ghunghat mein mukhda asha bhosle ghunghat bollywooddance
azmale ye formulae,"abhijeet, shraddha pandit",bollywooddance,khoobsurat,9.1/10,"azmale ye formulae abhijeet, shraddha pandit khoobsurat bollywooddance"
o chhalia re chhalia,"asha bhosle, mohammed rafi",bollywooddance,gunga jumna,8.5/10,"o chhalia re chhalia asha bhosle, mohammed rafi gunga jumna bollywooddance"
rang deni,"kailash kher, mahua kamat, shraddha pandit",bollywooddance,dev,9.1/10,"rang deni kailash kher, mahua kamat, shraddha pandit dev bollywooddance"
is nagari mein,jagjit singh,bollywoodsad,bhopal express,9.7/10,is nagari mein jagjit singh bhopal express bollywoodsad
kateli kateli nasheli nasheli,suman kalyanpur,bollywooddance,zindagi aur khwab,8.2/10,kateli kateli nasheli nasheli suman kalyanpur zindagi aur khwab bollywooddance
love ka matlab hai pyar,"asha bhosle, mohammed rafi",bollywooddance,love in shimla,9.6/10,"love ka matlab hai pyar asha bhosle, mohammed rafi love in shimla bollywooddance"
sau tarah ke (revisited),"abhijeet sawant, aditi singh sharma ·",bollywooddance,dishoom,7.5/10,"sau tarah ke (revisited) abhijeet sawant, aditi singh sharma · dishoom bollywooddance"
khwab jo raag de,"rahat fateh ali khan, shankar mahadevan",bollywood,london dreams,9.3/10,"khwab jo raag de rahat fateh ali khan, shankar mahadevan london dreams bollywood"
bhagwan ek qasoor ki,mohammed rafi,bollywoodsad,gehra daag,8.5/10,bhagwan ek qasoor ki mohammed rafi gehra daag bollywoodsad
savaiyaa  chhota sa saajan,"aparnaa bhaagwat, suresh wadkar",bollywooddance,vivah,8.9/10,"savaiyaa  chhota sa saajan aparnaa bhaagwat, suresh wadkar vivah bollywooddance"
dil tham chale hum aaj kidhar,mohammed rafi,bollywooddance,love in shimla,9.1/10,dil tham chale hum aaj kidhar mohammed rafi love in shimla bollywooddance
happy ending mashup,multiple,bollywooddance,happy ending,7.0/10,happy ending mashup multiple happy ending bollywooddance
koi aisa alam,"mahalakshmi iyer, sonu nigam",bollywoodromantic,karam,9.3/10,"koi aisa alam mahalakshmi iyer, sonu nigam karam bollywoodromantic"
rikshe pe mere tum aa baithe,"asha bhosle, mohammed rafi",bollywooddance,dil tera deewana,9.1/10,"rikshe pe mere tum aa baithe asha bhosle, mohammed rafi dil tera deewana bollywooddance"
har subah yaad rakhna,"lata mangeshkar, udit narayan",bollywoodromantic,farz,7.6/10,"har subah yaad rakhna lata mangeshkar, udit narayan farz bollywoodromantic"
koi pyar ki dekhe jadugari,"lata mangeshkar, mohammed rafi",bollywoodromantic,kohinoor,9.4/10,"koi pyar ki dekhe jadugari lata mangeshkar, mohammed rafi kohinoor bollywoodromantic"
ek dafa ek jungle tha,"ilaiyaraaja, kamal haasan, sridevi",bollywooddance,sadma,9.4/10,"ek dafa ek jungle tha ilaiyaraaja, kamal haasan, sridevi sadma bollywooddance"
lamhon ke rasgulle,"bianca gomes, sunidhi chauhan",bollywooddance,kahaani 2,7.1/10,"lamhon ke rasgulle bianca gomes, sunidhi chauhan kahaani 2 bollywooddance"
bum mein dum,aaman trikha,bollywooddance,shaukeen kaminay,8.8/10,bum mein dum aaman trikha shaukeen kaminay bollywooddance
mose mera shyam rootha,lata mangeshkar,bollywooddevotional,johny mera naam,9.4/10,mose mera shyam rootha lata mangeshkar johny mera naam bollywooddevotional
apni ulfat pe zamane ka,mukesh,bollywooddance,sasural,9.3/10,apni ulfat pe zamane ka mukesh sasural bollywooddance
aarti (tumre bhavan mein),"kishori gowariker, rekha bharadwaj, shraddha pandit, sujata majumdar",bollywooddevotional,delhi-6,8.9/10,"aarti (tumre bhavan mein) kishori gowariker, rekha bharadwaj, shraddha pandit, sujata majumdar delhi-6 bollywooddevotional"
tanki (bhaven version),unknown,bollywooddance,youngistaan,7.5/10,tanki (bhaven version) unknown youngistaan bollywooddance
har subah,"k. s. chithra, kumar sanu",bollywoodromantic,sooryavansham,8.7/10,"har subah k. s. chithra, kumar sanu sooryavansham bollywoodromantic"
khel wohi phir aaj tu khela,kavita krishnamurthy,bollywooddance,nigahen,8.8/10,khel wohi phir aaj tu khela kavita krishnamurthy nigahen bollywooddance
chhad zid karna,"anuradha paudwal, udit narayan",bollywooddance,pyaar kiya to darna kya,8.8/10,"chhad zid karna anuradha paudwal, udit narayan pyaar kiya to darna kya bollywooddance"
pal mein mila jahan,shankar mahadevan,bollywoodromantic,aashayein,9.4/10,pal mein mila jahan shankar mahadevan aashayein bollywoodromantic
balam se milan hoga,geeta dutt,bollywooddance,chaudhvin ka chand,9.1/10,balam se milan hoga geeta dutt chaudhvin ka chand bollywooddance
phool bagiya men bhanware aaye,mubarak begum,bollywooddance,zindagi aur khwab,6.4/10,phool bagiya men bhanware aaye mubarak begum zindagi aur khwab bollywooddance
itni badi mehfil,asha bhosle,bollywooddance,dil apna aur preet parai,9.1/10,itni badi mehfil asha bhosle dil apna aur preet parai bollywooddance
ishq nachaya kare,sunidhi chauhan,bollywooddance,karam,9.3/10,ishq nachaya kare sunidhi chauhan karam bollywooddance
mohabbat ke din ho,"alka yagnik, udit narayan",bollywooddance,farz,9.4/10,"mohabbat ke din ho alka yagnik, udit narayan farz bollywooddance"
saaiyaan,salim sulaiman,bollywoodsad,heroine,9.7/10,saaiyaan salim sulaiman heroine bollywoodsad
tora man bada papi,asha bhosle,bollywooddance,ganga jumna,8.4/10,tora man bada papi asha bhosle ganga jumna bollywooddance
dekho bijli dole bin badal ki,"asha bhosle, usha mangeshkar",bollywooddance,phir wohi dil laya hoon,9.6/10,"dekho bijli dole bin badal ki asha bhosle, usha mangeshkar phir wohi dil laya hoon bollywooddance"
badi dheere jali,rekha bhardwaj,bollywoodsad,ishqiya,9.1/10,badi dheere jali rekha bhardwaj ishqiya bollywoodsad
parody,"abhishek nailwal, aditi paul, aishwarya nigam, manoj mishra, sudesh bhosle",bollywooddance,gang of ghosts,8.6/10,"parody abhishek nailwal, aditi paul, aishwarya nigam, manoj mishra, sudesh bhosle gang of ghosts bollywooddance"
socho ke jheelon ka,"alka yagnik, shankar mahadevan, udit narayan",bollywoodromantic,mission kashmir,10-oct,"socho ke jheelon ka alka yagnik, shankar mahadevan, udit narayan mission kashmir bollywoodromantic"
hum badi door chale aaye,"shraddha pandit, sonu nigam",bollywoodromantic,sangharsh,8.8/10,"hum badi door chale aaye shraddha pandit, sonu nigam sangharsh bollywoodromantic"
